アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
surokasud,2020-06-04 16:06:58,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/EV8zZezAbO,0,0,ja,,'スロット大好きです！ メインはHANABIサンダークランキーです！(´・ω・),240,False,415,250,2015-11-28 14:44:14
hotaruduka,2020-06-04 16:06:50,'催眠スクール～催眠にかかる為の催眠音声～/エロトランス https://t.co/iKeYmPnkSq #DLsite  催眠は安眠のためにも有効なので不眠気味の方はこれでトレーニングしてみるのも良いかもしれんぞ！！！！ 最近paypayにも対応したっぽいからすぐに買え！！！！！,3,2,ja,大阪府,'ただの音ゲーマーP ほぼほぼ隠居状態 バイノーラルの妖精 Discord▶︎#2643,301,False,1012,20421,2014-02-19 08:09:58
rasa_brawlstar,2020-06-04 16:06:44,'@MOL53_yami LINEぺいとかPayPayとかに入れたら,2,0,ja,,'Rank30🛡35/35 ＠dkn2741 ＠ikenumarn @kacchangames_op 弟子→＠NETITAIQOQSakra,483,False,152,1347,2019-12-19 11:47:34
tanpoponao,2020-06-04 16:06:15,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/xGRzIcYnlT,0,0,ja,,',84,False,518,88997,2012-04-16 17:25:41
soraneko_jaxa,2020-06-04 16:05:42,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/HIzbLNGBHy,0,0,ja,宇宙のどこか,'ゼノンザード／TFT／プリコネ  筋ジストロフィーで車椅子生活 自力であまり動けない,225,False,402,22960,2011-10-05 10:29:28
tatakiya,2020-06-04 16:05:39,'@chiaki_shinshan 住んでるマンションの三軒隣にセブンが有るんでしょうがないねー。 最近、店員さん何も言わずにPayPay決算の用意してる。,1,0,ja,長野⇒東京,'令和元年5月からペニーズハウスと言うコンビを組みました。長野出身と福島出身のコンビです。宜しくお願いします。ライジング・アップ所属,1671,False,1650,2829,2010-05-07 22:44:53
6VQBP7nMxiUtOYz,2020-06-04 16:05:19,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/M7XzEv5OZ8,0,0,ja,,'美容好き 無言フォロー失礼します,94,False,553,2022,2018-08-04 03:38:09
wataru4,2020-06-04 16:05:17,'PayPay、「がんばれ浜松！」30％還元キャンペーン https://t.co/iE67ickZab ケータイWatch,0,3,ja,,'経済ジャーナリストの大上です。携帯電話、ゲームからマクロ経済まで広範囲を専門としています。このアカウントでは、気になったニュースもどんどんつぶやいているので、ニュースアカウントとして利用してもらってもうれしいです。,12658,False,10396,421385,2009-11-27 16:36:15
Qz6OPadiElcdJ0U,2020-06-04 16:05:17,'あつ森　  譲　写真の中誰でも😚  求　paypay 1000〜        メルカリ1000〜 　　iTunesカード　1500〜 　　金額は相談してきめます！ DMお願いします🤲 あつ森やめようと思っているので ＃あつ森 ジャック　ジュン https://t.co/Un6QkyqTfj,0,0,ja,,'あつ森,0,False,0,2,2020-06-04 06:58:12
t61md,2020-06-04 16:04:18,'／ ソフトバンクへ乗り換えるなら今がお🉐 「おとくケータイ」キャッシュバックキャンペーン🔥 ＼  ✅#iPhone / #Androidスマホ ⇒2⃣万円CB！ ✅#ガラケー ⇒1⃣万円CB！  🉐paypayボーナス1⃣万円分プレゼント！  ⚠ドコモ・au・格安スマホ各社からのMNP限定  🔻詳細は下記で🔻 https://t.co/h8GeKOqOnV,0,0,ja,,'寒いのが苦手なひきこもり🏠🥶 #StayHome のパイオニア男です😱 1日ずっとスマホでアニメを観てます🍄 ソフトバンクの大容量プランいとありがたし🙏,1655,False,1501,39724,2016-09-20 09:06:14
karahiro_,2020-06-04 16:03:58,'#PayPayピックアップ 対応に伴いLINEリッチメニューにテイクアウト項目を追加しました #PayPay #picks #モバイルオーダー #テイクアウト #キャッシュレスカフェ #無人カフェ  ❏LINE https://t.co/a4ZrGipTCy https://t.co/W6VjH4KRmi,1,0,ja,SkypeSlackLINE(IDkarahiro)へどうぞ,'HeavyCashless/HeavyRemoteAccess/AbsoluteEmpty-handed❑📟から通信族❏2004年からｹｰﾀｲｷｬｯｼｭﾚｽ❑2013年から現金使わず❏#ｷｬｯｼｭﾚｽｶﾌｪ #無人ｶﾌｪ @limlam_jp❏#ｱﾝﾁSuica ❏まだｽﾏﾎ?❏#近視眼的スマホ脳から脱却セヨ,5471,False,2,1434,2017-06-07 08:35:24
syukurizu,2020-06-04 16:03:49,'我らがDlsiteでPayPay使えるようになってた。嬉しいなぁ https://t.co/5apSbV1rNw,1,0,ja,〒100-8111 東京都千代田区千代田１−１ 江戸城跡,'左手の握力が右手よりもつよい  Amazon欲しいものリスト→https://t.co/IXyX2GWf63… パワーをくれ！！,55,False,157,2044,2018-03-10 05:46:13
Qz6OPadiElcdJ0U,2020-06-04 16:03:43,'あつ森　  譲　写真の中誰でも😚  求　paypay 1000〜        メルカリ1000〜 　　iTunesカード　1500〜 　　金額は相談してきめます！ DMお願いします🤲 あつ森やめようと思っているので https://t.co/DJD1ttvXcR,0,0,ja,,'あつ森,0,False,0,2,2020-06-04 06:58:12
56Ak69,2020-06-04 16:02:33,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/OE9YlWaN70,0,0,ja,,'奈良県 21歳華の時間。,227,False,204,3414,2013-12-13 16:13:54
i5XPpOYpPSXerum,2020-06-04 16:02:25,'【あつまれどうぶつの森 販売18  ✨シリーズレシピ一式+必要素材セット⑦以外2000円均一 在庫確認お願いします。  ✨複数注文大歓迎✨  ✨メルカリのお取引き✨  ✨PayPay送金は10%引き✨  あつ森配布/マイル旅行券/美術品/あつ森交換/あつ森販売/株価/カブ価/彫刻/抽選/ジャック/ちゃちゃまる/ジュン https://t.co/ytYdPq5nVe,0,0,ja,,'月〜金10:00〜24:00(18:00〜21:00は休憩)土日〜24:00まで 。個人、手作業の為お時間頂戴する場合あり。その他アイテムもありますのでお気軽にお声掛けください。,34,False,0,204,2020-05-25 00:52:36
toooya10808,2020-06-04 16:02:24,'これまさかpaypayの還元はサウンドハウスのポイントとは別なのか？ だとしたらもうなんか凄いな https://t.co/eZEZpeDvZL,7,0,ja,,'阪大 工学部地総 MQ12期 Gt./Vo./Key.,283,False,320,3496,2018-04-09 02:47:43
Arahamasibadog,2020-06-04 16:02:23,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/b8M7RnnMJJ,0,0,ja,,',1,False,16,257,2010-09-25 14:50:57
gerokasu_jpas,2020-06-04 16:02:06,'SFLCS各種ポーチ 1個2500円 08年製造です。 使用感は軽めかほぼ無いです。 レターパックライトにて発送します。 PAYPAYでの支払も対応可能です。 #ミリタリー物販 https://t.co/2bEEwT99fN,10,12,ja,浜名湖,'クソゴミ以下のゲロカス野郎,383,False,94,4975,2012-04-18 06:30:20
201612,2020-06-04 16:02:00,'@ayanami_jbot PayPayつかってる？,0,0,ja,,'フォロバ100。相互フォロー！,195,False,408,70342,2018-05-25 16:40:37
i5XPpOYpPSXerum,2020-06-04 16:02:00,'【あつまれどうぶつの森 販売】3  ❤️あいのけっしょう❤️  1200個2000円  ✨メルカリのお取引き✨  ✨PayPay送金は10%引き✨  あつ森配布/マイル旅行券/美術品/あつ森交換/あつ森販売/株価/カブ価/彫刻/あいのけっしょう/愛の結晶/ウェディングシリーズ/リサ/カイゾー/ジューンブライド,0,0,ja,,'月〜金10:00〜24:00(18:00〜21:00は休憩)土日〜24:00まで 。個人、手作業の為お時間頂戴する場合あり。その他アイテムもありますのでお気軽にお声掛けください。,34,False,0,204,2020-05-25 00:52:36
201612,2020-06-04 16:01:59,'@Talia_G_bot PayPayつかってる？,0,0,ja,,'フォロバ100。相互フォロー！,195,False,408,70342,2018-05-25 16:40:37
maririnn1973,2020-06-04 16:01:45,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/G3maAe8Jkb,0,0,ja,,',58,False,216,1607,2010-06-03 13:11:03
yumeaao3,2020-06-04 16:01:44,'／ ソフトバンクへ乗り換えるなら今がお🉐 「おとくケータイ」キャッシュバックキャンペーン🔥 ＼  ✅#iPhone / #Androidスマホ ⇒2⃣万円CB！ ✅#ガラケー ⇒1⃣万円CB！  🉐paypayボーナス1⃣万円分プレゼント！  ⚠ドコモ・au・格安スマホ各社からのMNP限定  🔻詳細は下記で🔻 https://t.co/mM6DCyEBtY,0,0,ja,埼玉,'まだまだ夢見てたい20代 スマホだけが友達(*´Д｀),1906,False,1645,29218,2017-06-19 12:36:17
roadman71,2020-06-04 16:01:19,'@Ryitarou 羨ましいです。昨日PayPayで払おうとしたら残高不足でした...,0,0,ja,,'登山 / キャンプ / ロードバイク / 旅 / 犬 / 酒,538,False,388,23308,2014-05-21 04:50:33
Halukyan_373,2020-06-04 16:01:18,'まあPayPayだし実質無料だよね,0,0,ja,Liand,'@373STAFF,66,False,66,1693,2020-04-22 17:53:22
eoTzNuyARXd8Uq9,2020-06-04 16:01:05,'iTunes Amazonギフト Google play 販売、クレジットカード 、携帯決済の現金化しています。 例 1500円→2100円 3000円→4200円 5000円→6500円 10000円→13000円 Amazonギフト　　 iTunesカード GooglePlayカード paypay残高 LINEpay残高 裏バイト 闇バイト クレカ現金化 金策　 売上金 現金化11,0,0,ja,,'できないこと以外に何でもやります。 又クレジットカード、フリマサイト、携帯決済、PayPayなど各Payの現金化承ります。 その他お金を手に出来る方法もアドバイス出来ます。 フォロー後にDMお願い致します。   　　　　　 　　　　下記フォームからでも申し込み可能です。,124,False,34,4969,2020-01-12 00:05:15
kirito1205,2020-06-04 16:00:49,'@palupu_mi 具体的にはPayPayの支払うやり方？チャージするやり方？,0,0,ja,広島→岡山→広島,'アニメは主にアイカツが好きです。料理を時々します。,310,False,524,8177,2013-12-08 09:50:26
doryaseria,2020-06-04 16:00:48,'#荒野行動アカウント買取   ✅#金枠多数 や #豪華限定版 など高価買取！   ✅総実績700以上なので安心  ✅実績確認【https://t.co/Nx5b8A0IsN】  買取額お渡し方法 【各種プリカ/銀行振り込み/Linepay/PayPay】  #荒野行動垢買取 #荒野行動買取  #荒野行動ゲリラ #荒野行動 https://t.co/DUzAieHqmO,0,0,ja,サブ垢 @S4R1A,'業者歴2年以上🛡️総実績700↑📁 ⠀ ⠀ ⠀⠀ ⠀⠀実績確認 #せりあ実績 ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀在庫確認 #せりあ荒野在庫⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀⠀取り扱いアカウント全てJP垢、非共有です,4208,False,4956,1960,2014-12-05 02:57:12
yukanyan4649,2020-06-04 16:00:40,'固ツイも作ったよ✨ DM調教のみです。 オナ見1000～ DM調教1500～ 私の写真・動画・通話は仲良く成ってから😓 ドSなので罵倒やMの調教もできます🎵 出来ればpaypay！アマギフも可 #S女 #M男 #SM #奴隷募集 #奴隷 #貢ぎ奴隷  #言葉攻め #貢ぎマゾ  #財布奴隷 #貢ぎ #罵倒 #atm奴隷 #射精管理,2,0,ja,,'新JK1です➰まだ全然学校行ってないからあんまり感覚ないけどw バイトも始めれないから貢いでくれる優しいMさん募集～。 私は鬼畜だけどね🎵 paypayでお願いします💕,77,False,4,30,2020-04-30 12:36:34
fRom_EAST_XRP,2020-06-04 16:00:26,'当選者発表〜❗️  たけちゃんからPayPay奪え @Gurecha_   おめでとう🎈 俺じゃなくてたけちゃんにDMして🤣 https://t.co/vyGfeMq3ma,57,2,ja,グランドライン,'【目指すはひとつなぎの大秘宝】1人でも多くの人を笑顔にしたい！笑う門には福来る😘要チェック‼️→《#こーやって美容・健康》美人秘書(@krgyu30)//#ぱぴこーや❤️俺をフォローすると幸せが訪れるぞ😳ほしい物リスト見てね🤤欲しいなぁ🤤👇,10245,False,190,53059,2019-01-07 10:12:20
grd0,2020-06-04 16:00:13,'ゲムトレ ゲムトレ売り上げ金 ゲームトレード ゲームトレード売り上げ金 #ゲームトレード #ゲムトレ ゲムトレ換金 メルカリ メルカリ換金 メルカリ残高換金  実績500ごえ！😁 安心安全！😁  買い取りします  ITunes ラクマ メルカリ LINE Pay Googleカード アマギフ PayPay なども換金可能 ？は,0,0,ja,Twitterだけで実績709,'😁Twitterだけで2020#3月23日😁の時点で❤実績709  日々更新中 いいねに実績まとめてます！  サブ垢  @f44e   凍結時の対策垢ですw   最近熱帯魚 にはまりました 金魚 熱帯魚 古代魚   女🚺❌  カジプロ モンスト ドカバト 販売メインです！,1943,False,1856,32841,2013-12-09 14:45:41
01m079,2020-06-04 15:59:36,'@HijirikawakawaE マジLOVEキングダム🏰ドームツアー🌈のPayPayドーム公演で、 「さーんのーがーはい！マジLOVE〜？」 \\\\\キングダーム！！！！///// ってコーレスするんでしょ🥺どこの世界線でそのツアーに行けますか🥺,0,0,ja,twst沼,'ヘッダーはお友達のじじちゃん(@0713zi)から♡ ｜ 好きなもので溢れていて人生がとっても楽しい ｜ twst垢▶︎@_5eb_chan_,237,False,226,13264,2019-08-18 04:42:33
