アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
SBCare,2020-04-07 12:57:47,@ei25fkja SBCare北川です。「あんしん保証パック with AppleCare Services」は2020年3月12日より内容変更となり、期間固定TポイントからPayPayボーナスの付与へ変更となりました。私どもではei25fkjaさまのご契約状況や(1/2),0,0,ja,東京/福岡,ソフトバンク公式のカスタマーサービスのアカウントです。ソフトバンク携帯電話・SoftBank 光などについてサポートさせていただきます。（土日祝やその前日のお問い合わせは、回答までにお時間いただく場合がございます。お急ぎの方はチャットサポートにて承ります。）Twitterを通してみなさまのお役に立てるようがんばります！,46127,False,13,642383,2010-05-19 04:40:54
guelnica,2020-04-07 12:57:14,@borderbb 感じ悪いけど支払いのときもPaypayでとか言わず、無言でスマホ出したりしてます。ウーハの筆談はマスク有無関わらずやっても良いかなと,1,0,ja,東京都,,1596,False,292,27164,2010-04-10 13:37:17
muzco,2020-04-07 12:57:10,生活が一変していろいろバタバタして仕事まで手が全然まわってないけど、オンラインレッスンの生徒さんがお支払いしやすいように、PayPay事業者登録ができたことをここにご報告します。,20,0,ja,広島市,ジャズ・シンガー/ボイスクリエーター/NYVC認定ヴォイス・トレーナー/英語発音指導士/大学講師,1279,False,676,41515,2009-07-02 00:44:40
mojamojatokyo,2020-04-07 12:56:42,昼ごはんはランニングから帰ってきたセガレのリクエストで吉牛のテイクアウト（久々に作らなくてラク〜😂）PayPayでさらに安くなった👍,17,0,ja,日本 東京,ほぼサッカーネタ、ほぼほぼセガレネタ。空手一家で素人目線なのでどうぞお手柔らかにm(__)m 元マリサポ→現在はFC東京サポです。#18橋本選手推し！！無断フォローお許しください🙏 セガレのJYチームの応援と色んなスポーツ観戦（特に高校サッカー）で土日は忙しいです😁,510,False,702,4792,2016-05-09 08:08:14
msu1117,2020-04-07 12:56:33,@TamoYuji @TAKOYAKI777GIFT PayPayは嬉しいの🥺🌟,1,0,ja,,ディズニー行きたい🏰ディズニー懸賞好き💕ディズニー中毒😍2人姉妹のママ🦸‍♀️子育て奮闘中👨‍👩‍👧‍👧 旅行大好き🧳✨懸賞好きさんと繋がりたい🥰絡み好きかまちょ❤️副業・投資🆖#蓮月の当選報告✨丁寧に感謝して当選報告致します😍,3877,False,4810,28203,2012-06-20 14:02:54
OCR_bot,2020-04-07 12:56:05,商願2020-29794🇬PayPayダッシュ,1,0,ja,,テスト中です。 詳細: https://t.co/r80EeSqGAa 運営者: @jz5,719,False,2,199001,2017-11-30 18:36:28
bokuhameto,2020-04-07 12:55:41,現金チャージしたことないけど、今までにpaypayにチャージされた金額4500円。,0,0,ja,日本 福岡,第五人格やってます。 (8シーズン マンモスⅢ、フラライⅣ) 9シーズン (グリフォンⅣ サベタイⅤ) 曲芸師のAバッジ取りたい,71,False,184,8760,2016-06-28 15:01:41
changmal,2020-04-07 12:55:36,PayPayフリマにいらぬ心配をされた。 https://t.co/n4yvoHwuUw,3,0,ja,,ひそかに元「恋から」メンバー。生まれながらのバンギャでコドラながらも税理士目指し中。meNギャ。20年級のDie虜。元Dieコス。三重県生まれ育ちの大阪市民。アイコンは久々にコスしたわたくし！日本語•한국어•English #DIRENGREY#コドモドラゴン#meN-meN 🦍,103,False,172,9102,2009-08-14 11:35:51
bokuhameto,2020-04-07 12:55:11,なんかpaypayにソフトバンクの特典で1000円チャージされてた。,0,0,ja,日本 福岡,第五人格やってます。 (8シーズン マンモスⅢ、フラライⅣ) 9シーズン (グリフォンⅣ サベタイⅤ) 曲芸師のAバッジ取りたい,71,False,184,8760,2016-06-28 15:01:41
IllI_lllI,2020-04-07 12:55:09,paypayでスキャン支払いのところ、金額確認で見せる時Simejiのオタクキーボードも見られるの恥ずかしいな,1,0,ja,,asuMoMSP,1484,False,849,188374,2012-09-24 13:48:34
ojk_i,2020-04-07 12:55:05,#おじゃま館茨木店 はPayPayLINEPayご利用可能です✨スマホひとつで決済できるので便利で簡単ですよ～✨最近はご利用される方も増えてきましたね☺️もちろんポイントカード会員様ならポイントも貯まります🙆‍♀️キャッシュレスでスマートにお買い物です✨#PayPay#LINEPay#茨木 https://t.co/skfiNxuwXt,0,0,ja,大阪府 茨木市,"阪急茨木市駅から徒歩2分にある、おじゃま館茨木店の公式アカウントになります。最新からレトロゲームまで幅広く取り扱っております。PayPay,LINEPayでのお支払いもできます！ お問い合わせはお電話か店頭にてお願いします。営業時間:平日12:00～22:00 土日祝11:00～22:00/☎072-638-7447",936,False,61,13079,2014-05-05 11:58:04
sf_amano,2020-04-07 12:54:30,吉野家の牛丼が実質40%OFFですよって話。はてなブログに投稿しました #はてなブログ在宅ワークのランチに吉野家の持ち帰り15％offがアツい【PayPayならそこからさらに15％off】 - 天野ブログhttps://t.co/lWhUuTSDIv,5,3,ja,日本 東京,"飯と格ゲー。スト5でナッシュとセス使ってます。
SFV NASH player(Grand Master). ナッシュline加入希望はDMまで。ブログ→https://t.co/A8PSGLgPXX",1411,False,1253,18495,2015-09-12 15:04:11
PayPay_konpeto,2020-04-07 12:53:53,何事も非常時に本当の姿が見える,1,0,ja,,前前世sugar。前世こんぺーとー。しゃぶしゃぶファミリーの一員(勝手に)。ゲームのことよくつぶやくと思います。関わらないと判断した場合はフォロー外しますのでご了承を。射程がないと生きて行けないので中後衛持ちます。ヘビスナ大好き。轟絶可愛いアイコンはいしゅさん→@isyutan,28,False,39,5052,2019-08-01 04:59:12
2019Mars,2020-04-07 12:53:52,#仙台市青葉区下愛子 #ヌードルマン #豚ＳＯＢＡ ８５０円🍜運転免許更新が終わりラーメンを食べに♫注文してしばらくしてさっきの更新手数料払って財布は空っぽになってたことを思い出した😅焦って店内を見回すとあった‼️PayPay⁉️支払おうとしたら残高不足。急いでチャージ。危なく無銭飲食😅 https://t.co/MyxCh4Ijpv,71,2,ja,宮城 仙台市 泉区,"ほとんど欠かさず毎日ラーメン食べてます🍜 
日本酒も好きです🍶",436,False,594,2258,2019-03-12 10:00:58
snakeeat_ch,2020-04-07 12:53:17,ソフトバンクがPayPayを使わせる為にポイントをばらまくからね……Enjoyパックのメリットがなくなるから仕方なくPayPay登録したが。 https://t.co/RcA92oNlFG,6,0,ja,日本 東京,生体増えてきたのでプロフィール文字数制限で書ききれません→🐍🐍🐍🐍🐸🐸🐸🐸🦎2019年3月よりYouTubeで「ヘビのお食事ch」として活動中( ˘ω˘ ) 音楽はV系好んで聴きます♪ 【フォロバに関して】リプをしてもらえるか、YouTubeから来た方は教えてくれたらフォロバします。,906,False,793,3711,2019-03-23 18:40:51
minase_akira4,2020-04-07 12:52:45,「お支払いはパイパイでよろしいですか？」マジメな顔してPayPayのこと、パイパイって読み間違えないでくれ！😂笑じわり過ぎて、もう我慢できずに吹いたわ🤣笑,2,0,ja,,【つまらん人生をぶっ壊す】知識も経験もスキルも0の状態からWebライターとして稼げるようになる過程を発信🗣ライター&フリーランスの味方🤝ブラック企業転職→ホワイト企業に勤めるも、残り40年間週5で会社に拘束される人生に絶望した男😱2022.4〜フリーランスになります🏠💓,111,False,55,506,2020-02-02 04:51:48
CLUB_COCHLEA,2020-04-07 12:52:12,有限会社デイトリップ経済的支援のお願いDt.BLDDAYTRIVECOCHLEA.ライブ予定の大半がキャンセルとなり、この状況が1〜2ヶ月続いてしまうと経営を続ける事が困難です皆様からの支援をお願い致します1円〜PayPayhttps://t.co/NGKwHYawqT https://t.co/Eg5FI53jzm,17,27,ja,大阪市浪速区日本橋5丁目9-16 日本橋19ビル,大阪難波駅から徒歩10分。日本橋にあるライブスペース。COCHLEA.250人。mini80人。2フロアイベントも開催可能。アイドル.シンガー.弾き語り.ＤＪ.踊ってみた.歌ってみた.イベント募集中！！,1284,False,1067,1418,2016-03-17 19:02:07
Hinachan39,2020-04-07 12:52:12,ソフバンは3000円のPayPayくれるのにauは2000円のポイントかい,0,0,ja,,|成人済|SideM(ﾄﾞﾗｽﾀP/担当:天道輝)|日向坂46(小坂菜緒･加藤史帆･渡邉美穂),33,False,38,10412,2016-06-30 14:08:07
nico_nico_dev,2020-04-07 12:52:08,見知らぬ0120から始まる番号から電話がかかってきたと思ったらPayPayの営業だった,0,0,ja,関東ちほー,ニコニコ／プログラミング／キャッシュレス／情報セキュリティのどれかの界隈にいる高校生。ホロライブとゲームが好き。サークル/情報発信用垢：@hiromu_dev,218,False,269,14939,2019-11-13 16:00:39
u_yuyunV,2020-04-07 12:51:58,PayPayさ〜〜〜！使い方分からないから一生お金そのまま入ってて草なんだよね！！！キャッシュレスわからない！！！もうクレカだけにして！！！,3,0,ja,ドスケベピオスの汗を拭く,おれ、ちょーげんき！,104,False,102,10654,2020-01-18 14:13:26
V_sorahinata,2020-04-07 12:51:45,ただの店員にPayPayのキャッシュレスって言うのは〜、、ってこと細かく聞いてくるんじゃねえ本業に問い合わせをしろ楽をしようとするなそして何より家にいろ,0,0,ja,ポケ森￤IdentityⅤ￤Sky,推し(庭師無常写真家)で勝ちたい￤ポケ森楽しいな🥳💕🐱,29,False,37,2821,2019-06-10 01:12:21
tatsuhirocket,2020-04-07 12:51:35,「店員さんがどれだけ苦労させられたかと…」とあるお店ではPayPayを『使い慣れた方のみ』の利用をお願いしている - Togetter https://t.co/JDA5pjAiOB @togetter_jpより　たしかに支払い方法がバーコード読み取らせるのと、自分でQRコード読んで自分で金額入力するのとあって最初戸惑ったわ。,0,0,ja,かもめ学園旧校舎の3階女子トイレ3番目,「録音/調整」や「MAミキサー」と呼ばれる、アニメ、吹き替え、ドラマCD、ゲームの音声収録など主に声を扱う仕事をしています。（バラエティ、ドキュメンタリー、CM、VPなどのミックスもできます♪）専門学校の非常勤講師もしています。フリーの人みたいに都内のいろんなスタジオに出入りさせてもらってます。よろしくです！！,381,False,247,17058,2010-05-27 13:57:02
hyperNEMTAS,2020-04-07 12:51:32,メロンちゃんのお店がリモートになったらしいのでついにワイもPayPay入れるかぁ,0,0,ja,,めめだが？　楽しむこと以外真面目じゃない,239,False,797,27710,2014-12-30 14:09:52
yamineco1010,2020-04-07 12:51:14,「店員さんがどれだけ苦労させられたかと…」とあるお店ではPayPayを『使い慣れた方のみ』の利用をお願いしている - Togetter https://t.co/yBUHYvVEig @togetter_jpから,0,0,ja,グンマー帝国南方国境,"PSO2の７鯖で定期的に集会主してる七鯖会の中の人の個人垢です、PSO2以外でもネタ投下するんでよろしく

旧垢
「 @uFcsYxiDAGyraWF  」
７鯖集会告知用
「 @ship7_Remeeting  」
クソコラ用
「 @xMjxmIEv3vyYj7h 」
 #PSO2 #七鯖定期集会 #ship7",983,False,1760,57999,2017-07-18 00:39:59
tora_shizuoka,2020-04-07 12:51:10,全国のとらのあなで「PayPay」使えます！ https://t.co/CFTzrfkpQs,0,0,ja,静岡県静岡市葵区紺屋町1-6　協友ビル3階,"とらのあな静岡店　公式アカウントです。知りたい情報はココにある！！  電話によるお問い合せは
050-5433-1213までどうぞ！！  twitter上での受付は行なっておりません、予めご了承下さい （URL）https://t.co/327g0sfyaA",2584,False,55,72398,2010-09-13 02:22:59
tamaki_sgl,2020-04-07 12:50:23,✅これは許せる法務局の証明書はこれ使えばソッコー出てくるからいい。個人の住民票とか印鑑証明もこれに変えてほしい。PayPay使えればカンペキ🧡 https://t.co/whF8evvq2y,5,1,ja,0120-040405かDMで相談↓ローンが払えない方へ↓,リリイオフィス代表取締役｜個人&企業の【再生事業】を1000件超【成功】させた男｜【Twitter運用×マネタイズ×思考】発信中！【0→500達成法】フォローすればわかります！伸ばしたい人は全力で【応援＆紹介】絡んでね🧡固ツイで【誰でも参加OK】感謝企画中🧡↓↓【RT不要】誰でも参加できます！,579,False,98,8931,2015-11-03 22:43:20
Rina03931619,2020-04-07 12:50:16,hyper electraの公式ページでのご注文にPayPay使えるようになりました！！これを機にもっとたくさんの方にお手に取っていただけたらと思います😆😆 https://t.co/fRehyLuTab,38,2,ja,,新ライブクイーンコンテスト2019 2番だった人/#くすりな/21歳/Rt.9/2020年4月からJapanladies参戦/カード名:★Rina★DaRGON/本八幡https://t.co/CzfSwp1EnGでプレイヤーやってます🎯気軽に声掛けてください😊お仕事のご依頼はDMで！ #ダーツ女子 #全力ダーツ好き,3753,False,3650,3575,2019-01-26 07:30:56
V_sorahinata,2020-04-07 12:50:13,客「え、PayPay使えるんですか？」私「はい、ご利用頂けます」客「うーん…ここからどうやってやればいい？」使えるようになってから出直せ,3,0,ja,ポケ森￤IdentityⅤ￤Sky,推し(庭師無常写真家)で勝ちたい￤ポケ森楽しいな🥳💕🐱,29,False,37,2821,2019-06-10 01:12:21
molith0806,2020-04-07 12:49:43,スーパーでバイトしてた時にPayPayとかなくて良かったただでさえ混んでる時間帯はレジって戦場なのに一人一人こんなのに対応してる時間なんてないしなー,1,0,ja,風がそよぐ場所,まず座れ,959,False,752,53489,2015-06-15 00:10:19
